left_win,kills_per_game, deaths_per_game, game_length, ckpm, gpr, gspd, gd15, firstblood, firsttower, first3towers, turret_plates_per_game, harold_control_rate, firstdragon, dragon_control_rate, elder_control_rate, baron_control_rate, firstbaron, cs_share, jng_share, wards_per_minute, control_wards_purchased_per_minute, wards_cleared_per_minute,kills_per_game, deaths_per_game, game_length, ckpm, gpr, gspd, gd15, firstblood, firsttower, first3towers, turret_plates_per_game, harold_control_rate, firstdragon, dragon_control_rate, elder_control_rate, baron_control_rate, firstbaron, cs_share, jng_share, wards_per_minute, control_wards_purchased_per_minute, wards_cleared_per_minute
0,10,16,30.683333333333334,0.8474,0.45228851655087865,-0.079731,-4721.0,0.0,0.0,0.0,3.0,0.5,1.0,0.25,0.5,0.0,0.0,0.675812274368231,0.4296482412060301,3.4221,1.1732753938077132,1.3036,16,10,30.683333333333334,0.8474,0.5477114834491214,0.079731,4721.0,1.0,1.0,1.0,6.0,0.5,0.0,0.75,0.5,1.0,1.0,0.7503597122302158,0.5703517587939698,3.2265,1.5969581749049429,1.597
0,4,16,30.116666666666667,0.6641,0.4474323114274373,-0.0954495,-3877.0,0.0,0.0,0.0,4.0,0,0.0,0,0.0,0.0,0.0,0.7240865026099925,0.4153846153846154,3.5196,1.4941892639734367,1.1621,16,4,30.116666666666667,0.6641,0.5525676885725627,0.0954495,3877.0,1.0,1.0,1.0,7.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7126839523475823,0.5846153846153846,2.6895,1.1953514111787493,1.8594
0,8,18,30.316666666666666,0.8576,0.4604047149102581,-0.0396051,-1487.0,0.0,0.0,0.0,5.0,0,0.0,0.2,1.0,0.0,0.0,0.717408274785324,0.38950276243093923,3.2325,1.1874656404617923,1.2534,18,8,30.316666666666666,0.8576,0.539595285089742,0.0396051,1487.0,1.0,1.0,1.0,7.0,1.0,1.0,0.8,0.0,1.0,1.0,0.7340191036002939,0.6104972375690608,2.8697,1.0225398570643212,1.1875
0,10,18,33.1,0.8459,0.4628402057067581,-0.09109860000000002,223.0,0.0,1.0,1.0,3.0,0,1.0,0.5,0.5,0.0,0.0,0.6836268754076973,0.4439461883408072,3.1722,1.2990936555891237,1.4804,18,10,33.1,0.8459,0.5371597942932419,0.09109860000000002,-223.0,1.0,0.0,0.0,2.0,1.0,0.0,0.5,0.5,1.0,1.0,0.7363989637305699,0.5560538116591929,3.7764,1.6012084592145015,1.3595
0,12,35,23.016666666666666,2.042,0.47902133947287034,-0.0425661,-2791.0,1.0,0.0,1.0,9.0,0.5,0.0,0,0.5,0.5,0.0,0.6900826446280992,0.5358361774744027,2.6068,0.6082548877624909,0.6517,35,12,23.016666666666666,2.042,0.5209786605271296,0.0425661,2791.0,0.0,1.0,0.0,5.0,0.5,1.0,1.0,0.5,0.5,0.0,0.6957446808510638,0.4641638225255973,2.7806,1.2165097755249819,1.0862
1,19,12,34.166666666666664,0.9073,0.5360956270817814,0.00453899,392.0,1.0,1.0,1.0,5.0,1.0,0.0,0.25,0.5,1.0,1.0,0.748014440433213,0.5229591836734694,3.5122,1.4634146341463417,1.6683,12,19,34.166666666666664,0.9073,0.4639043729182186,-0.00453899,-392.0,0.0,0.0,0.0,2.0,0,1.0,0.75,0.5,0.0,0.0,0.6914893617021277,0.4770408163265306,3.278,1.5804878048780489,1.2878
0,13,19,35.4,0.904,0.47796442766453995,0.00580225,-2808.0,0.0,0.0,0.0,3.0,0,0.0,0.2,0.5,0.5,1.0,0.7172503242542153,0.5445783132530121,3.8136,1.1581920903954803,1.7232,19,13,35.4,0.904,0.52203557233546,-0.00580225,2808.0,1.0,1.0,1.0,6.0,1.0,1.0,0.8,0.5,0.5,0.0,0.7345013477088949,0.45542168674698796,3.6158,1.2994350282485876,2.1751
1,22,22,43.45,1.0127,0.5221410970749436,0.0107884,-3271.0,0.0,0.0,0.0,2.0,0,0.0,0.6666666666666666,0.5,0.6666666666666666,1.0,0.7418244406196214,0.484573502722323,2.8539,0.9666283084004602,1.565,22,22,43.45,1.0127,0.4778589029250564,-0.0107884,3271.0,1.0,1.0,1.0,5.0,1.0,1.0,0.3333333333333333,0.5,0.3333333333333333,0.0,0.6496507254164428,0.515426497277677,3.2451,1.4729574223245108,1.1277
0,5,20,25.4,0.9843,0.41332867651874006,-0.220097,-4393.0,0.0,0.0,0.0,5.0,0.5,1.0,0.25,0.5,0.0,0.0,0.6291666666666667,0.4017094017094017,2.7165,1.4960629921259843,0.9449,20,5,25.4,0.9843,0.5866713234812599,0.220097,4393.0,1.0,1.0,1.0,6.0,0.5,0.0,0.75,0.5,1.0,1.0,0.7812765957446809,0.5982905982905983,2.6772,1.062992125984252,1.4567
1,18,6,26.083333333333332,0.9201,0.5641504081009122,0.15373499999999998,4370.0,1.0,1.0,1.0,8.0,0.5,1.0,1.0,0.5,1.0,1.0,0.7305439330543934,0.5891238670694864,2.9521,1.34185303514377,1.3035,6,18,26.083333333333332,0.9201,0.4358495918990878,-0.15373499999999998,-4370.0,0.0,0.0,0.0,1.0,0.5,0.0,0,0.5,0.0,0.0,0.7030567685589519,0.4108761329305136,2.7987,1.1501597444089458,1.0735
0,14,23,27.633333333333333,1.339,0.43993810490627033,-0.134916,-180.0,1.0,0.0,0.0,4.0,0.5,1.0,0.25,0.5,0.0,0.0,0.6312607944732297,0.4161490683229814,2.3522,1.158021712907117,1.0495,23,14,27.633333333333333,1.339,0.5600618950937297,0.134916,180.0,0.0,1.0,1.0,8.0,0.5,0.0,0.75,0.5,1.0,1.0,0.8039747064137308,0.5838509316770186,2.1351,0.6151990349819059,0.8323
0,20,31,30.766666666666666,1.6576,0.4652388882656979,-0.12499400000000001,-2924.0,0.0,0.0,0.0,3.0,0,0.0,0.25,0.5,0.0,0.0,0.6990459670424979,0.4588235294117647,2.3402,0.9100758396533045,1.0726,31,20,30.766666666666666,1.6576,0.5347611117343021,0.12499400000000001,2924.0,1.0,1.0,1.0,6.0,1.0,1.0,0.75,0.5,1.0,1.0,0.7163543441226575,0.5411764705882353,2.3402,0.8450704225352113,1.1051
0,23,29,30.233333333333334,1.72,0.4792196990699902,0.00723995,-823.0,1.0,0.0,1.0,7.0,0.5,1.0,0.6666666666666666,0.5,0.5,1.0,0.65642683912692,0.5382436260623229,2.8776,1.1245865490628446,1.1577,29,23,30.233333333333334,1.72,0.5207803009300098,-0.00723995,823.0,0.0,1.0,0.0,8.0,0.5,0.0,0.3333333333333333,0.5,0.5,0.0,0.7530755711775043,0.46175637393767704,3.1422,1.4222712238147739,1.29
0,9,36,28.0,1.6071,0.46022510403381217,-0.07557710000000001,-8156.0,0.0,0.0,0.0,4.0,0,0.0,0,0.5,1.0,1.0,0.7452229299363057,0.4209039548022599,2.5714,1.0,0.9286,36,9,28.0,1.6071,0.5397748959661879,0.07557710000000001,8156.0,1.0,1.0,1.0,11.0,1.0,1.0,1.0,0.5,0.0,0.0,0.6517493897477624,0.5790960451977402,2.4286,0.8571428571428571,1.3929
1,19,5,27.866666666666667,0.8612,0.577538855887379,0.180595,652.0,0.0,1.0,1.0,6.0,1.0,0.0,0.5,0.5,1.0,1.0,0.7882256745707277,0.5964912280701754,2.9067,1.291866028708134,1.0407,5,19,27.866666666666667,0.8612,0.42246114411262103,-0.180595,-652.0,1.0,0.0,0.0,2.0,0,1.0,0.5,0.5,0.0,0.0,0.657258064516129,0.40350877192982454,3.4091,0.9330143540669856,1.1483
1,40,31,43.1,1.6473,0.5064683534874481,-0.0403402,821.0,1.0,0.0,1.0,3.0,0.5,1.0,0.8333333333333334,1.0,0.6666666666666666,1.0,0.6454601605929586,0.4588235294117647,3.1787,1.0672853828306264,1.1137,31,40,43.1,1.6473,0.4935316465125518,0.0403402,-821.0,0.0,1.0,0.0,4.0,0.5,0.0,0.16666666666666666,0.0,0.3333333333333333,0.0,0.7207263619286162,0.5411764705882353,2.6914,0.7192575406032482,1.3689
0,5,21,30.183333333333334,0.8614,0.4525786754344763,-0.14460499999999998,-2071.0,1.0,1.0,0.0,3.0,0.5,1.0,0.75,0.5,0.0,0.0,0.7296703296703296,0.5222222222222223,2.8824,1.2589729431253451,1.8885,21,5,30.183333333333334,0.8614,0.5474213245655237,0.14460499999999998,2071.0,0.0,0.0,1.0,3.0,0.5,0.0,0.25,0.5,1.0,1.0,0.7380597014925373,0.4777777777777778,3.7107,1.2258420762009938,1.1927
0,14,36,23.783333333333335,2.1023,0.4102911662411079,-0.25352600000000003,-2368.0,0.0,0.0,0.0,6.0,0.5,1.0,0.25,0.5,0.0,0.0,0.688135593220339,0.3381294964028777,1.9341,1.0091100210231254,0.5886,36,14,23.783333333333335,2.1023,0.589708833758892,0.25352600000000003,2368.0,1.0,1.0,1.0,8.0,0.5,0.0,0.75,0.5,1.0,1.0,0.7134083930399181,0.6618705035971223,2.1444,0.5045550105115627,0.6727
1,43,33,33.13333333333333,2.2938,0.5116426772091829,-0.031399500000000004,-167.0,1.0,0.0,0.0,3.0,0.5,1.0,0.8,0.5,0.5,1.0,0.7033773861967695,0.5803108808290155,2.173,0.6639839034205232,0.8451,33,43,33.13333333333333,2.2938,0.48835732279081717,0.031399500000000004,167.0,0.0,1.0,1.0,5.0,0.5,0.0,0.2,0.5,0.5,0.0,0.7129485179407177,0.41968911917098445,2.2334,0.6941649899396378,0.664
0,25,32,31.45,1.8124,0.47854860980611635,-0.0466174,1826.0,0.0,0.0,0.0,7.0,0.5,0.0,0.4,0.5,0.0,0.0,0.6914468425259792,0.48509485094850946,2.2258,1.0174880763116056,0.7949,32,25,31.45,1.8124,0.5214513901938836,0.0466174,-1826.0,1.0,1.0,1.0,7.0,0.5,1.0,0.6,0.5,1.0,1.0,0.7172690763052209,0.5149051490514905,2.0032,0.6359300476947536,0.9539
0,6,23,24.583333333333332,1.1797,0.45819928406361865,-0.115783,-1249.0,0.0,0.0,0.0,9.0,0.5,1.0,0.3333333333333333,0.5,0.0,0.0,0.7355718782791185,0.43103448275862066,2.1153,0.976271186440678,0.9763,23,6,24.583333333333332,1.1797,0.5418007159363813,0.115783,1249.0,1.0,1.0,1.0,6.0,0.5,0.0,0.6666666666666666,0.5,1.0,1.0,0.6818622696411252,0.5689655172413793,2.6034,0.7728813559322034,0.8136
0,10,24,26.1,1.3027,0.4462606638022293,-0.203382,-3903.0,0.0,0.0,1.0,2.0,0,0.0,0.25,0.5,0.0,0.0,0.6495145631067961,0.39864864864864863,2.4138,1.0727969348659003,1.0345,24,10,26.1,1.3027,0.5537393361977707,0.203382,3903.0,1.0,1.0,0.0,7.0,1.0,1.0,0.75,0.5,1.0,1.0,0.7746341463414634,0.6013513513513513,2.6437,0.7662835249042145,0.9195
0,6,29,26.1,1.341,0.41165015483170697,-0.327362,-5100.0,0.0,0.0,0.0,4.0,0.5,0.0,0,0.5,0.0,0.0,0.7105769230769231,0.47058823529411764,2.4138,0.7662835249042145,0.8812,29,6,26.1,1.341,0.588349845168293,0.327362,5100.0,1.0,1.0,1.0,11.0,0.5,1.0,1.0,0.5,1.0,1.0,0.7074317968015051,0.5294117647058824,2.8352,1.379310344827586,1.1494
1,23,12,21.85,1.5561,0.5776496204319426,0.21882600000000002,7224.0,1.0,1.0,1.0,10.0,1.0,0.0,0.3333333333333333,0.5,1.0,1.0,0.7680690399137001,0.6806083650190115,2.3341,0.7322654462242563,1.0984,11,23,21.85,1.5561,0.42235037956805743,-0.21882600000000002,-7224.0,0.0,0.0,0.0,4.0,0,1.0,0.6666666666666666,0.5,0.0,0.0,0.6465909090909091,0.3193916349809886,2.3799,0.9153318077803203,0.8696
0,18,29,32.983333333333334,1.425,0.4534776167050022,-0.100534,-885.0,0.0,0.0,0.0,5.0,1.0,0.0,0.4,0.5,0.0,0.0,0.6343772760378733,0.4880952380952381,2.4255,1.030823648307226,0.9399,29,18,32.983333333333334,1.425,0.5465223832949978,0.100534,885.0,1.0,1.0,1.0,8.0,0,1.0,0.6,0.5,1.0,1.0,0.7401998462720983,0.5119047619047619,2.2132,0.6670035371399696,1.0308
0,5,19,29.533333333333335,0.8126,0.43003235656017863,-0.226113,-1610.0,1.0,0.0,0.0,4.0,1.0,0.0,0.25,0.5,0.0,0.0,0.6675621222296844,0.3791469194312796,4.3002,1.930022573363431,1.5576,19,5,29.533333333333335,0.8126,0.5699676434398213,0.226113,1610.0,0.0,1.0,1.0,3.0,0,1.0,0.75,0.5,1.0,1.0,0.7700922266139657,0.6208530805687204,3.6569,1.252821670428894,1.6253
0,12,18,34.46666666666667,0.8704,0.4686115242938469,-0.09384810000000002,1415.0,0.0,1.0,1.0,7.0,1.0,1.0,0.4,0.5,0.0,0.0,0.6869772998805257,0.40794979079497906,3.7718,1.9729206963249515,2.089,18,12,34.46666666666667,0.8704,0.5313884757061531,0.09384810000000002,-1415.0,1.0,0.0,0.0,2.0,0,0.0,0.6,0.5,1.0,1.0,0.7482517482517482,0.5920502092050209,3.7718,1.3926499032882012,1.7988
0,3,22,26.1,0.9579,0.39712601326455416,-0.35739099999999996,-4479.0,0.0,0.0,0.0,3.0,0.5,0.0,0,0.5,0.0,0.0,0.592032967032967,0.3343195266272189,2.5287,1.0344827586206895,1.1111,22,3,26.1,0.9579,0.6028739867354458,0.35739099999999996,4479.0,1.0,1.0,1.0,7.0,0.5,1.0,1.0,0.5,1.0,1.0,0.9375,0.665680473372781,3.0268,1.3026819923371646,1.3793
0,2,12,29.133333333333333,0.4805,0.42576161756746306,-0.15895399999999998,-3998.0,0.0,0.0,0.0,5.0,0,0.0,0.25,0.5,0.0,0.0,0.6673625608907446,0.39800995024875624,3.5355,1.4759725400457666,1.9565,12,2,29.133333333333333,0.4805,0.5742383824325369,0.15895399999999998,3998.0,1.0,1.0,1.0,11.0,1.0,1.0,0.75,0.5,1.0,1.0,0.774081774081774,0.6019900497512438,3.9474,1.2013729977116705,2.0252
0,11,24,35.666666666666664,0.9813,0.4532067674232648,-0.0638757,-4361.0,0.0,0.0,0.0,3.0,0.5,0.0,0.2,0.5,0.0,0.0,0.7035692679975801,0.3832923832923833,3.2243,1.4299065420560748,1.5981,24,11,35.666666666666664,0.9813,0.5467932325767352,0.0638757,4361.0,1.0,1.0,1.0,7.0,0.5,1.0,0.8,0.5,1.0,1.0,0.8054054054054054,0.6167076167076168,3.3925,1.5420560747663552,1.9346
1,10,10,32.766666666666666,0.6104,0.510880312338908,0.0264311,3747.0,1.0,1.0,1.0,11.0,1.0,1.0,0.8,0.5,0.0,0.0,0.7312834224598931,0.5011764705882353,4.059,1.2512716174974567,1.6785,10,10,32.766666666666666,0.6104,0.489119687661092,-0.0264311,-3747.0,0.0,0.0,0.0,2.0,0,0.0,0.2,0.5,1.0,1.0,0.7048748353096179,0.4988235294117647,3.296,1.4038657171922686,1.587
1,18,16,37.766666666666666,0.9003,0.5152841986723565,0.0406392,358.0,1.0,1.0,0.0,7.0,1.0,1.0,0.6,0.5,1.0,1.0,0.7199170124481328,0.4897959183673469,3.8658,0.8737864077669903,1.7211,16,19,37.766666666666666,0.9003,0.4847158013276434,-0.0406392,-358.0,0.0,0.0,1.0,7.0,0,0.0,0.4,0.5,0.0,0.0,0.7669491525423728,0.5102040816326531,3.5746,1.4298323036187115,1.9064
1,13,7,34.05,0.5874,0.5410632954497084,0.09084810000000001,-1104.0,0.0,1.0,1.0,5.0,1.0,0.0,0.3333333333333333,0.5,1.0,1.0,0.6986128625472888,0.5218340611353712,3.2599,1.380323054331865,1.7327,7,13,34.05,0.5874,0.45893670455029156,-0.09084810000000001,1104.0,1.0,0.0,0.0,6.0,0,1.0,0.6666666666666666,0.5,0.0,0.0,0.7166882276843467,0.4781659388646288,3.4361,1.5859030837004406,1.4097
0,15,25,43.06666666666667,0.9288,0.46789920710271743,-0.0296281,-1552.0,0.0,0.0,0.0,5.0,0.5,1.0,0.5714285714285714,0.0,0.0,0.0,0.7042716319824753,0.4090909090909091,3.9474,1.6253869969040247,1.8808,25,15,43.06666666666667,0.9288,0.5321007928972826,0.0296281,1552.0,1.0,1.0,1.0,5.0,0.5,0.0,0.42857142857142855,1.0,1.0,1.0,0.7107438016528925,0.5909090909090909,4.2957,1.462848297213622,1.8344
1,24,5,24.566666666666666,1.1805,0.5954667775176669,0.279185,6412.0,1.0,1.0,1.0,8.0,0.5,1.0,1.0,0.5,1.0,1.0,0.8692307692307693,0.6204379562043796,2.8087,1.6282225237449117,1.2212,5,24,24.566666666666666,1.1805,0.40453322248233314,-0.279185,-6412.0,0.0,0.0,0.0,1.0,0.5,0.0,0,0.5,0.0,0.0,0.6775510204081633,0.3795620437956204,2.6052,0.9769335142469471,0.9362
0,5,12,28.45,0.5975,0.44712305753884923,-0.0638298,-4208.0,1.0,0.0,0.0,6.0,0.5,0.0,0,0.5,0.0,0.0,0.6778140293637847,0.5179640718562875,3.3392,1.195079086115993,1.5466,12,5,28.45,0.5975,0.5528769424611508,0.0638298,4208.0,0.0,1.0,1.0,12.0,0.5,1.0,1.0,0.5,1.0,1.0,0.7632263660017347,0.4820359281437126,3.1283,1.054481546572935,1.652
0,9,12,31.15,0.6742,0.49204073515673413,0.08842589999999999,-190.0,0.0,0.0,1.0,1.0,0.5,0.0,0.2,0.5,1.0,1.0,0.7124060150375939,0.4593908629441624,3.0177,1.2520064205457464,1.6372,12,9,31.15,0.6742,0.5079592648432658,-0.08842589999999999,190.0,1.0,1.0,0.0,5.0,0.5,1.0,0.8,0.5,0.0,0.0,0.7895073576455535,0.5406091370558376,3.6597,1.5730337078651686,1.2841
0,9,16,35.75,0.6993,0.4601103940347412,-0.0504591,-448.0,0.0,1.0,0.0,4.0,1.0,0.0,0,0.0,0.0,0.0,0.6727594339622641,0.49287169042769857,3.3287,1.6503496503496504,1.2308,16,9,35.75,0.6993,0.5398896059652588,0.0504591,448.0,1.0,0.0,1.0,1.0,0,1.0,1.0,1.0,1.0,1.0,0.7394752898108603,0.5071283095723014,3.4126,1.4545454545454546,1.7063
0,4,15,30.65,0.6199,0.44148843199484844,-0.146755,-448.0,0.0,1.0,0.0,6.0,0.5,0.0,0.2,0.5,0.0,0.0,0.6738255033557047,0.3717391304347826,2.5449,0.9135399673735727,1.1746,15,4,30.65,0.6199,0.5585115680051516,0.146755,448.0,1.0,0.0,1.0,4.0,0.5,1.0,0.8,0.5,1.0,1.0,0.7256637168141593,0.6282608695652174,3.5237,1.402936378466558,1.3377
1,24,7,23.933333333333334,1.2953,0.5757036101937535,0.278543,3461.0,1.0,1.0,1.0,5.0,0.5,1.0,1.0,0.5,1.0,1.0,0.7823984526112185,0.6170212765957447,2.3816,1.0027855153203342,1.1281,7,24,23.933333333333334,1.2953,0.42429638980624657,-0.278543,-3461.0,0.0,0.0,0.0,2.0,0.5,0.0,0,0.5,0.0,0.0,0.6692682926829269,0.3829787234042553,2.2145,0.9192200557103064,0.6685
0,14,17,40.35,0.7683,0.49313702991882047,0.0823191,4570.0,1.0,1.0,1.0,6.0,1.0,1.0,0.5,0.5,1.0,1.0,0.6506373117033604,0.5376782077393075,2.3792,0.7682775712515489,1.2639,17,14,40.35,0.7683,0.5068629700811795,-0.0823191,-4570.0,0.0,0.0,0.0,1.0,0,0.0,0.5,0.5,0.0,0.0,0.7596702599873177,0.4623217922606925,2.2305,0.7434944237918215,1.2392
0,11,25,28.366666666666667,1.2691,0.4495843802449028,-0.16960899999999998,-2328.0,1.0,0.0,0.0,6.0,0,0.0,0.25,0.5,0.0,0.0,0.739946380697051,0.4265129682997118,2.6087,0.9870740305522914,0.9166,25,11,28.366666666666667,1.2691,0.5504156197550972,0.16960899999999998,2328.0,0.0,1.0,1.0,7.0,1.0,1.0,0.75,0.5,1.0,1.0,0.6712887438825449,0.5734870317002881,2.8202,0.9518213866039953,1.1986
1,23,14,36.71666666666667,1.0077,0.5321922256238983,0.018663299999999997,-1792.0,1.0,0.0,0.0,1.0,0.5,0.0,0.4,0.5,1.0,1.0,0.7087741132545116,0.5020325203252033,3.9764,1.852019972764412,1.6886,14,23,36.71666666666667,1.0077,0.46780777437610166,-0.018663299999999997,1792.0,0.0,1.0,1.0,7.0,0.5,1.0,0.6,0.5,0.0,0.0,0.6832412523020258,0.49796747967479676,3.8675,1.6886064457557874,1.8793
0,8,20,30.616666666666667,0.9145,0.4680818125523622,-0.10318699999999999,-1954.0,0.0,1.0,0.0,7.0,1.0,1.0,0.4,0.5,0.0,0.0,0.6953298739807264,0.46798029556650245,2.319,0.7512248230811105,1.0778,20,8,30.616666666666667,0.9145,0.5319181874476377,0.10318699999999999,1954.0,1.0,0.0,1.0,2.0,0,0.0,0.6,0.5,1.0,1.0,0.7072992700729926,0.5320197044334976,2.8743,1.175830157866086,0.8492
0,9,26,24.0,1.4583,0.4147276678537701,-0.286609,-5887.0,0.0,0.0,0.0,0.0,0,0.0,0,0.5,0.0,0.0,0.6847345132743363,0.336,2.125,0.875,0.6667,26,9,24.0,1.4583,0.5852723321462299,0.286609,5887.0,1.0,1.0,1.0,11.0,1.0,1.0,1.0,0.5,1.0,1.0,0.7739221871713985,0.664,2.125,0.9166666666666666,0.9583
1,17,22,38.65,1.0091,0.5219331468384619,0.014447799999999998,3066.0,1.0,1.0,0.0,6.0,0.5,0.0,0.3333333333333333,0.5,1.0,1.0,0.7164849262347659,0.5031315240083507,2.9237,1.0866752910737387,1.1125,22,17,38.65,1.0091,0.4780668531615381,-0.014447799999999998,-3066.0,0.0,0.0,1.0,2.0,0.5,1.0,0.6666666666666666,0.5,0.0,0.0,0.6760828625235404,0.4968684759916493,2.9495,1.034928848641656,1.216
1,20,10,31.066666666666666,0.9657,0.5071399536963399,-0.059628499999999994,-1053.0,1.0,0.0,0.0,2.0,0.5,0.0,0.6,0.5,1.0,1.0,0.6881118881118881,0.42538975501113585,2.9936,1.094420600858369,0.7403,10,21,31.066666666666666,0.9657,0.4928600463036601,0.059628499999999994,1053.0,0.0,1.0,1.0,3.0,0.5,1.0,0.4,0.5,0.0,0.0,0.6986666666666667,0.5746102449888641,2.3176,0.4184549356223176,0.9657
0,15,22,45.2,0.8186,0.4742263642625089,-0.0515295,-3241.0,0.0,0.0,0.0,2.0,0,1.0,0.3333333333333333,0.5,0.0,0.0,0.7067039106145251,0.5466666666666666,3.7611,1.3495575221238938,1.5487,22,15,45.2,0.8186,0.5257736357374911,0.0515295,3241.0,1.0,1.0,1.0,8.0,1.0,0.0,0.6666666666666666,0.5,1.0,1.0,0.7235693501454898,0.4533333333333333,3.5177,1.4601769911504423,2.0354
1,10,5,33.93333333333333,0.442,0.5236270862486774,0.104522,441.0,1.0,1.0,1.0,4.0,0.5,0.0,0.6,0.5,1.0,1.0,0.7211538461538461,0.48498845265588914,2.3576,0.825147347740668,1.1198,5,10,33.93333333333333,0.442,0.47637291375132257,-0.104522,-441.0,0.0,0.0,0.0,2.0,0.5,1.0,0.4,0.5,0.0,0.0,0.7256524506683641,0.5150115473441108,2.8585,0.8840864440078586,1.002
0,10,18,32.38333333333333,0.8646,0.47272180192572216,-0.032246199999999996,3979.0,1.0,1.0,1.0,9.0,1.0,0.0,0,0.0,0.0,0.0,0.7247191011235955,0.44473007712082263,3.2424,1.0808028821410192,1.1426,18,10,32.38333333333333,0.8646,0.5272781980742779,0.032246199999999996,-3979.0,0.0,0.0,0.0,1.0,0,1.0,1.0,1.0,1.0,1.0,0.7363387978142076,0.5552699228791774,2.9645,1.1425630468347916,1.3587
1,17,5,30.466666666666665,0.7221,0.555630549270871,0.174517,1087.0,1.0,1.0,0.0,3.0,0.5,1.0,0.6,0.5,1.0,1.0,0.7245119305856833,0.5161290322580645,3.0525,1.148796498905908,1.0175,5,17,30.466666666666665,0.7221,0.44436945072912903,-0.174517,-1087.0,0.0,0.0,1.0,2.0,0.5,0.0,0.4,0.5,0.0,0.0,0.694683908045977,0.4838709677419355,2.1335,0.6236323851203501,1.0175
0,14,20,46.2,0.7359,0.4818662824637015,-0.0606448,-680.0,0.0,0.0,0.0,4.0,0,0.0,0.42857142857142855,0.5,0.0,0.0,0.7529880478087649,0.5068493150684932,4.1991,1.6883116883116882,1.6234,20,14,46.2,0.7359,0.5181337175362984,0.0606448,680.0,1.0,1.0,1.0,6.0,1.0,1.0,0.5714285714285714,0.5,1.0,1.0,0.6781609195402298,0.4931506849315068,3.2251,1.4285714285714284,2.0563
0,9,29,28.383333333333333,1.3388,0.42535059738396785,-0.23092100000000002,-4869.0,0.0,1.0,0.0,5.0,0.5,0.0,0,0.5,0.0,0.0,0.6181818181818182,0.3185840707964602,2.4662,0.8807985907222549,0.7751,29,9,28.383333333333333,1.3388,0.5746494026160321,0.23092100000000002,4869.0,1.0,0.0,1.0,6.0,0.5,1.0,1.0,0.5,1.0,1.0,0.798469387755102,0.6814159292035398,2.5015,1.1274221961244861,0.916
1,33,13,32.55,1.4132,0.5572393061304948,0.140997,1662.0,1.0,0.0,1.0,9.0,1.0,0.0,0.6,0.5,1.0,1.0,0.7228654124457308,0.5,2.2734,0.6144393241167435,0.8602,13,34,32.55,1.4132,0.44276069386950523,-0.140997,-1662.0,0.0,1.0,0.0,7.0,0,1.0,0.4,0.5,0.0,0.0,0.6922530206112296,0.5,1.6897,0.6144393241167435,0.7066
1,22,16,37.516666666666666,1.0129,0.5036296040780346,-0.11594000000000002,-3135.0,1.0,0.0,0.0,2.0,0,1.0,0.2,0.5,0.0,0.0,0.6792452830188679,0.45146726862302483,3.3852,1.332741003998223,1.4127,16,22,37.516666666666666,1.0129,0.4963703959219654,0.11594000000000002,3135.0,0.0,1.0,1.0,10.0,1.0,0.0,0.8,0.5,1.0,1.0,0.7255689424364123,0.5485327313769752,3.785,1.1461572634384718,1.546
0,20,26,36.833333333333336,1.2489,0.46281189302256087,-0.10690699999999999,-86.0,1.0,0.0,0.0,4.0,0.5,0.0,0.4,0.5,0.0,0.0,0.6710608913998745,0.44680851063829785,3.1765,0.9773755656108597,1.1131,26,21,36.833333333333336,1.2489,0.5371881069774391,0.10690699999999999,86.0,0.0,1.0,1.0,3.0,0.5,1.0,0.6,0.5,1.0,1.0,0.7382001258653241,0.5531914893617021,2.9864,1.085972850678733,1.1946
1,13,5,38.333333333333336,0.4696,0.5256407419699819,-0.024240400000000002,-2242.0,0.0,0.0,0.0,1.0,0,1.0,0.6,0.5,1.0,1.0,0.6798336798336798,0.5224137931034483,3.9652,1.4869565217391303,1.6957,5,13,38.333333333333336,0.4696,0.47435925803001805,0.024240400000000002,2242.0,1.0,1.0,1.0,8.0,1.0,0.0,0.4,0.5,0.0,0.0,0.7078410311493019,0.47758620689655173,3.4174,1.5913043478260869,1.6957
1,19,8,29.666666666666668,0.9101,0.5477462533994253,0.0897232,3234.0,1.0,1.0,1.0,7.0,1.0,0.0,0.75,0.5,1.0,1.0,0.7703703703703704,0.48348348348348347,3.2697,1.4157303370786516,1.7528,8,19,29.666666666666668,0.9101,0.45225374660057477,-0.0897232,-3234.0,0.0,0.0,0.0,2.0,0,1.0,0.25,0.5,0.0,0.0,0.69765625,0.5165165165165165,3.9438,1.2808988764044944,1.618
0,4,16,26.9,0.7435,0.44296471466799425,-0.178305,-1454.0,0.0,0.0,0.0,5.0,0.5,0.0,0.3333333333333333,0.5,0.0,0.0,0.639331814730448,0.49340369393139843,3.197,1.3011152416356877,1.1152,16,4,26.9,0.7435,0.5570352853320057,0.178305,1454.0,1.0,1.0,1.0,6.0,0.5,1.0,0.6666666666666666,0.5,1.0,1.0,0.7691680261011419,0.5065963060686016,3.3829,1.5985130111524164,1.487
