1,0.50153,0.7635
2,0.51952,0.7713
3,0.52669,0.7302
4,0.52373,0.7324
5,0.50708,0.7551
6,0.50368,0.7612
7,0.44584,0.7985
8,0.41138,0.8281
9,0.1958,0.95
10,0.4958,0.8673
11,0.20341,0.9223
12,0.13418,0.942
13,0.22012,0.9266
14,0.15356,0.9384
15,0.14904,0.9431
16,0.14866,0.9419
17,0.24406,0.946
18,0.15561,0.9527
19,0.14044,0.9538
20,0.17981,0.9343
21,0.16031,0.9502
22,0.12946,0.9538
23,0.14554,0.9509
24,0.12094,0.9636
25,0.11205,0.9641
26,0.12794,0.9579
27,0.12187,0.9502
28,0.22524,0.9205
29,0.23134,0.9287
30,0.21448,0.9246
31,0.11579,0.9548
32,0.20643,0.9342
33,0.15255,0.9397
34,0.11557,0.9644
35,0.12248,0.9569
36,0.15997,0.9456
37,0.13694,0.9407
38,0.10629,0.9623
39,0.10927,0.968
40,0.12462,0.9485
41,0.15302,0.938
42,0.17327,0.938
43,0.11988,0.9562
44,0.12092,0.9547
45,0.1524,0.9499
46,0.12152,0.9704
47,0.0867,0.9715
48,0.13825,0.9555
49,0.08876,0.971
50,0.10378,0.9681
51,0.13112,0.9514
52,0.1362,0.9533
53,0.12963,0.9493
54,0.14453,0.9513
55,0.10875,0.9594
56,0.18334,0.9367
57,0.18619,0.9294
58,0.09971,0.968
59,0.11324,0.9542
60,0.1331,0.9529
61,0.13902,0.9468
62,0.11233,0.9602
63,0.13064,0.9589
64,0.1448,0.9455
65,0.12817,0.9575
66,0.13581,0.9497
67,0.17881,0.9223
68,0.31765,0.9358
69,0.10395,0.967
70,0.61473,0.8294
71,0.1588,0.9548
72,0.16626,0.9158
73,0.17752,0.9304
74,0.19217,0.9287
75,0.08706,0.9638
76,0.14536,0.9234
77,0.10728,0.9657
78,0.19087,0.9293
79,0.14804,0.9443
80,0.08233,0.9785
81,0.11125,0.9651
82,0.10652,0.969
83,0.14247,0.9467
84,0.12767,0.9564
85,0.13249,0.9627
86,0.09605,0.9681
87,0.15282,0.9499
88,0.1271,0.9565
89,0.09263,0.9616
90,0.10801,0.9573
91,0.1137,0.9448
92,0.244,0.9127
93,0.29486,0.9333
94,0.12554,0.9541
95,0.08079,0.973
96,0.13089,0.9577
97,0.12419,0.9646
98,0.12444,0.9495
99,0.11091,0.962
100,0.20723,0.9243
,,
,0.1813849,0.932946
