1,0.58523,0.7117
2,0.56828,0.7063
3,0.50586,0.7596
4,0.51880,0.7491
5,0.52354,0.7284
6,0.53876,0.7153
7,0.51970,0.7351
8,0.53048,0.7216
9,0.52656,0.7436
10,0.50057,0.7422
11,0.49775,0.7489
12,0.48195,0.7676
13,0.39585,0.842
14,0.20483,0.9438
15,0.13224,0.956
16,0.15397,0.9419
17,0.25208,0.9108
18,0.21031,0.9241
19,0.18432,0.9234
20,0.25595,0.887
21,0.19471,0.9345
22,0.29446,0.917
23,0.11930,0.9542
24,0.11706,0.9624
25,0.17365,0.9431
26,0.14701,0.9469
27,0.22595,0.9235
28,0.19922,0.924
29,0.13299,0.9463
30,0.15812,0.9348
31,0.17211,0.9469
32,0.15008,0.9469
33,0.14669,0.9452
34,0.19282,0.9212
35,0.17155,0.9416
36,0.11833,0.9566
37,0.17139,0.9488
38,0.12531,0.9467
39,0.15883,0.9455
40,0.13631,0.957
41,0.15512,0.9476
42,0.12564,0.9557
43,0.22370,0.9007
44,0.12448,0.959
45,0.11999,0.962
46,0.21749,0.9379
47,0.13980,0.9579
48,0.12762,0.9519
49,0.17562,0.925
50,0.19004,0.9255
51,0.21459,0.8805
52,0.09254,0.9683
53,0.14843,0.9418
54,0.10622,0.9595
55,0.17834,0.9459
56,0.12761,0.9513
57,0.15916,0.9428
58,0.15746,0.9453
59,0.10901,0.9549
60,0.18464,0.9349
61,0.21250,0.9341
62,0.13496,0.9489
63,0.15271,0.9354
64,0.13224,0.9472
65,0.13289,0.9476
66,0.12987,0.9524
67,0.16696,0.9487
68,0.11157,0.9594
69,0.14014,0.9411
70,0.12220,0.9581
71,0.11324,0.96
72,0.11494,0.9588
73,0.14124,0.9471
74,0.12876,0.9517
75,0.13210,0.9615
76,0.10884,0.9638
77,0.12471,0.9597
78,0.12355,0.9591
79,0.09770,0.9695
80,0.27731,0.906
81,0.13973,0.9495
82,0.11787,0.9532
83,0.11719,0.9582
84,0.14702,0.9471
85,0.13946,0.9402
86,0.14846,0.9455
87,0.12521,0.9477
88,0.17340,0.9444
89,0.14543,0.9445
90,0.26874,0.9131
91,0.22222,0.9398
92,0.20330,0.9294
93,0.14264,0.9423
94,0.15164,0.9488
95,0.20016,0.9294
96,0.09425,0.9723
97,0.11948,0.9638
98,0.12809,0.9551
99,0.14695,0.9514
100,0.11533,0.9637
