1,0.49635,0.7401
2,0.48116,0.7629
3,0.51584,0.7209
4,0.52984,0.7289
5,0.50461,0.7364
6,0.51627,0.7313
7,0.50054,0.7649
8,0.50333,0.7464
9,0.492,0.7409
10,0.4185,0.8177
11,0.31193,0.8935
12,0.14944,0.9624
13,0.20233,0.9234
14,0.13093,0.9557
15,0.11911,0.9533
16,0.22758,0.9253
17,0.25644,0.9065
18,0.14328,0.9478
19,0.20386,0.9269
20,0.11177,0.9655
21,0.12238,0.958
22,0.12695,0.9586
23,0.12375,0.9608
24,0.07793,0.9804
25,0.09156,0.9708
26,0.12843,0.9609
27,0.12397,0.9638
28,0.14341,0.9463
29,0.16633,0.937
30,0.14719,0.9555
31,0.14094,0.951
32,0.26012,0.9331
33,0.3713,0.8783
34,0.15735,0.9435
35,0.17038,0.9456
36,0.1402,0.9414
37,0.15337,0.9387
38,0.12732,0.9604
39,0.18535,0.9428
40,0.57076,0.8351
41,0.17566,0.9406
42,0.13519,0.9487
43,0.10695,0.9584
44,0.09955,0.9636
45,0.13716,0.9562
46,0.10177,0.9557
47,0.09716,0.9645
48,0.09336,0.9721
49,0.28558,0.9092
50,0.41897,0.9187
51,0.1092,0.9685
52,0.12528,0.9628
53,0.12791,0.9563
54,0.11647,0.955
55,0.32173,0.9071
56,0.16964,0.938
57,0.14916,0.9469
58,0.13523,0.9521
59,0.19394,0.9447
60,0.11445,0.9542
61,0.12369,0.9537
62,0.10803,0.9601
63,0.11898,0.9501
64,0.12401,0.9554
65,0.1287,0.9424
66,0.09712,0.9601
67,0.14728,0.9345
68,0.15733,0.9372
69,0.14178,0.9397
70,0.22159,0.9365
71,0.11803,0.9654
72,0.15002,0.9553
73,0.13698,0.9602
74,0.3611,0.9053
75,0.20301,0.9373
76,0.22684,0.9287
77,0.19293,0.9067
78,0.10299,0.9661
79,0.11113,0.9584
80,0.08916,0.9648
81,0.12939,0.9528
82,0.15855,0.9641
83,0.12891,0.9593
84,0.12904,0.9517
85,0.10254,0.9612
86,0.11883,0.9534
87,0.11915,0.9638
88,0.11814,0.9611
89,0.14892,0.948
90,0.24346,0.9239
91,0.11951,0.955
92,0.11147,0.963
93,0.12662,0.9419
94,0.11804,0.9525
95,0.07827,0.9659
96,0.11581,0.9485
97,0.14106,0.9455
98,0.07263,0.9694
99,0.13109,0.9611
100,0.18629,0.9192
,,
,0.1921688,0.926652
